Date	End Time	Wind Speed	Vestas 126 3.3MW Power Output	Vestas 126 3.3MW Operating Status	GAMESA 114 2.5MW Power Output	GAMESA 114 2.5MW Operating Status	Grid Purchases	Grid Sales	Total Electrical Load Served	Renewable Penetration	Excess Electrical Production	Capacity Shortage	Total Renewable Power Output	Inverter Power Input	Inverter Power Output	Rectifier Power Input	Rectifier Power Output	GS200 z20 Maximum Charge Power	GS200 z20 Maximum Discharge Power	GS200 z20 Charge Power	GS200 z20 Discharge Power	GS200 z20 Input Power	GS200 z20 Energy Content	GS200 z20 State of Charge	GS200 z20 Energy Cost	AC Required Operating Capacity	DC Required Operating Capacity	AC Operating Capacity	DC Operating Capacity	Battery Delta Q	Cost Per Hour
		m/s	kW	status	kW	status	kW	kW	kW	%	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kWh	%	$/kWh	kW	kW	kW	kW	?	$
Apr 14	9:00	7.654	15544.377	0.000	21023.359	0.000	0.000	36567.734	36567.734	100.000	0.000	0.000	36567.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18283.867	0.000	36577.734	1423.025	0.000	-3656.773
Apr 14	10:00	6.869	11761.727	0.000	17812.289	0.000	0.000	29574.016	29574.016	100.000	0.000	0.000	29574.016	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14787.008	0.000	29584.016	1423.025	0.000	-2957.402
Apr 14	11:00	8.285	19693.182	0.000	22800.193	0.000	0.000	42493.375	42493.375	100.000	0.000	0.000	42493.375	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21246.688	0.000	42503.375	1423.025	0.000	-4249.337
Apr 14	12:00	8.730	22773.895	0.000	23840.828	0.000	0.000	46614.723	46614.723	100.000	0.000	0.000	46614.723	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	23307.361	0.000	46624.723	1423.025	0.000	-4661.472
Apr 14	13:00	10.526	37611.500	0.000	28585.330	0.000	0.000	66196.828	66196.828	100.000	0.000	0.000	66196.828	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33098.414	0.000	66206.828	1423.025	0.000	-6619.683
Apr 14	14:00	11.498	42162.230	0.000	28585.330	0.000	0.000	70000.000	70000.000	101.068	747.563	0.000	70747.563	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35373.781	0.000	70757.563	1423.025	0.000	0.000
Apr 14	15:00	10.087	33984.414	0.000	28585.330	0.000	0.000	62569.742	62569.742	100.000	0.000	0.000	62569.742	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	31284.871	0.000	62579.742	1423.025	0.000	-6256.974
Apr 14	16:00	7.855	16733.229	0.000	21795.119	0.000	0.000	38528.348	38528.348	100.000	0.000	0.000	38528.348	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	19264.174	0.000	38538.348	1423.025	0.000	-3852.835
Apr 14	17:00	10.526	37613.316	0.000	28585.330	0.000	0.000	66198.648	66198.648	100.000	0.000	0.000	66198.648	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33099.324	0.000	66208.648	1423.025	0.000	-6619.865
Apr 14	18:00	7.548	15036.232	0.000	20591.996	0.000	0.000	35628.227	35628.227	100.000	0.000	0.000	35628.227	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17814.113	0.000	35638.227	1423.025	0.000	-3562.823
Apr 14	19:00	7.531	14955.300	0.000	20523.297	0.000	0.000	35478.598	35478.598	100.000	0.000	0.000	35478.598	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17739.299	0.000	35488.598	1423.025	0.000	-3547.860
Apr 14	20:00	6.899	11907.913	0.000	17936.387	0.000	0.000	29844.301	29844.301	100.000	0.000	0.000	29844.301	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14922.150	0.000	29854.301	1423.025	0.000	-2984.430
Apr 14	21:00	6.067	7896.955	0.000	11796.025	0.000	0.000	19692.980	19692.980	100.000	0.000	0.000	19692.980	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	9846.490	0.000	19702.980	1423.025	0.000	-1969.298
Apr 14	22:00	3.623	1480.463	0.000	3219.303	0.000	0.000	4699.766	4699.766	100.000	0.000	0.000	4699.766	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2349.883	0.000	4709.766	1423.025	0.000	-469.977
Apr 14	23:00	3.693	1624.356	0.000	3545.036	0.000	0.000	5169.391	5169.391	100.000	0.000	0.000	5169.391	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2584.696	0.000	5179.391	1423.025	0.000	-516.939
Apr 15	0:00	3.403	1026.129	0.000	2190.819	0.000	0.000	3216.948	3216.948	100.000	0.000	0.000	3216.948	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	1608.474	0.000	3226.948	1423.025	0.000	-321.695
Apr 15	1:00	1.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 15	2:00	0.969	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 15	3:00	1.510	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 15	4:00	1.740	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 15	5:00	1.996	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 15	6:00	1.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 15	7:00	2.634	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 15	8:00	3.652	1540.343	0.000	3354.854	0.000	0.000	4895.196	4895.196	100.000	0.000	0.000	4895.196	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2447.598	0.000	4905.196	1423.025	0.000	-489.520
Apr 15	9:00	4.272	2765.901	0.000	5833.055	0.000	0.000	8598.956	8598.956	100.000	0.000	0.000	8598.956	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4299.478	0.000	8608.956	1423.025	0.000	-859.896
Apr 15	10:00	4.162	2554.830	0.000	5449.105	0.000	0.000	8003.936	8003.936	100.000	0.000	0.000	8003.936	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4001.968	0.000	8013.936	1423.025	0.000	-800.394
Apr 15	11:00	4.449	3107.258	0.000	6454.004	0.000	0.000	9561.262	9561.262	100.000	0.000	0.000	9561.262	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4780.631	0.000	9571.262	1423.025	0.000	-956.126
Apr 15	12:00	4.836	3854.731	0.000	7813.702	0.000	0.000	11668.434	11668.434	100.000	0.000	0.000	11668.434	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5834.217	0.000	11678.434	1423.025	0.000	-1166.843
Apr 15	13:00	4.582	3364.203	0.000	6921.400	0.000	0.000	10285.604	10285.604	100.000	0.000	0.000	10285.604	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5142.802	0.000	10295.604	1423.025	0.000	-1028.560
Apr 15	14:00	6.357	9296.557	0.000	14002.523	0.000	0.000	23299.080	23299.080	100.000	0.000	0.000	23299.080	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11649.540	0.000	23309.080	1423.025	0.000	-2329.908
Apr 15	15:00	5.695	6330.643	0.000	9884.384	0.000	0.000	16215.027	16215.027	100.000	0.000	0.000	16215.027	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8107.514	0.000	16225.027	1423.025	0.000	-1621.503
Apr 15	16:00	5.445	5607.169	0.000	9299.478	0.000	0.000	14906.646	14906.646	100.000	0.000	0.000	14906.646	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7453.323	0.000	14916.646	1423.025	0.000	-1490.665
Apr 15	17:00	4.806	3796.657	0.000	7708.061	0.000	0.000	11504.718	11504.718	100.000	0.000	0.000	11504.718	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5752.359	0.000	11514.718	1423.025	0.000	-1150.472
Apr 15	18:00	4.088	2411.892	0.000	5189.091	0.000	0.000	7600.983	7600.983	100.000	0.000	0.000	7600.983	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3800.492	0.000	7610.983	1423.025	0.000	-760.098
Apr 15	19:00	7.729	15909.771	0.000	21333.541	0.000	0.000	37243.313	37243.313	100.000	0.000	0.000	37243.313	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18621.656	0.000	37253.313	1423.025	0.000	-3724.331
Apr 15	20:00	10.311	35834.848	0.000	28585.330	0.000	0.000	64420.180	64420.180	100.000	0.000	0.000	64420.180	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	32210.090	0.000	64430.180	1423.025	0.000	-6442.018
Apr 15	21:00	10.126	34303.367	0.000	28585.330	0.000	0.000	62888.695	62888.695	100.000	0.000	0.000	62888.695	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	31444.348	0.000	62898.695	1423.025	0.000	-6288.870
Apr 15	22:00	8.029	17931.092	0.000	22201.863	0.000	0.000	40132.953	40132.953	100.000	0.000	0.000	40132.953	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	20066.477	0.000	40142.953	1423.025	0.000	-4013.295
Apr 15	23:00	5.286	5149.136	0.000	8929.172	0.000	0.000	14078.308	14078.308	100.000	0.000	0.000	14078.308	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7039.154	0.000	14088.308	1423.025	0.000	-1407.831
Apr 16	0:00	3.806	1858.814	0.000	4075.785	0.000	0.000	5934.599	5934.599	100.000	0.000	0.000	5934.599	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2967.300	0.000	5944.599	1423.025	0.000	-593.460
Apr 16	1:00	5.682	6293.473	0.000	9854.334	0.000	0.000	16147.807	16147.807	100.000	0.000	0.000	16147.807	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8073.903	0.000	16157.807	1423.025	0.000	-1614.781
Apr 16	2:00	6.957	12188.130	0.000	18174.262	0.000	0.000	30362.391	30362.391	100.000	0.000	0.000	30362.391	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15181.195	0.000	30372.391	1423.025	0.000	-3036.239
Apr 16	3:00	4.836	3854.809	0.000	7813.843	0.000	0.000	11668.651	11668.651	100.000	0.000	0.000	11668.651	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5834.326	0.000	11678.651	1423.025	0.000	-1166.865
Apr 16	4:00	3.123	447.354	0.000	880.637	0.000	0.000	1327.991	1327.991	100.000	0.000	0.000	1327.991	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	663.995	0.000	1337.991	1423.025	0.000	-132.799
Apr 16	5:00	2.274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 16	6:00	3.576	1383.263	0.000	2999.271	0.000	0.000	4382.534	4382.534	100.000	0.000	0.000	4382.534	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2191.267	0.000	4392.534	1423.025	0.000	-438.253
Apr 16	7:00	2.729	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 16	8:00	3.299	812.171	0.000	1706.478	0.000	0.000	2518.649	2518.649	100.000	0.000	0.000	2518.649	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	1259.324	0.000	2528.649	1423.025	0.000	-251.865
Apr 16	9:00	5.772	6552.050	0.000	10063.387	0.000	0.000	16615.438	16615.438	100.000	0.000	0.000	16615.438	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8307.719	0.000	16625.438	1423.025	0.000	-1661.544
Apr 16	10:00	7.204	13375.299	0.000	19182.041	0.000	0.000	32557.340	32557.340	100.000	0.000	0.000	32557.340	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16278.670	0.000	32567.340	1423.025	0.000	-3255.734
Apr 16	11:00	7.550	15043.953	0.000	20598.555	0.000	0.000	35642.508	35642.508	100.000	0.000	0.000	35642.508	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17821.254	0.000	35652.508	1423.025	0.000	-3564.251
Apr 16	12:00	10.302	35765.129	0.000	28585.330	0.000	0.000	64350.461	64350.461	100.000	0.000	0.000	64350.461	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	32175.230	0.000	64360.461	1423.025	0.000	-6435.046
Apr 16	13:00	8.452	20841.176	0.000	23190.004	0.000	0.000	44031.180	44031.180	100.000	0.000	0.000	44031.180	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	22015.590	0.000	44041.180	1423.025	0.000	-4403.118
Apr 16	14:00	10.646	38601.789	0.000	28585.330	0.000	0.000	67187.117	67187.117	100.000	0.000	0.000	67187.117	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33593.559	0.000	67197.117	1423.025	0.000	-6718.712
Apr 16	15:00	10.623	38410.391	0.000	28585.330	0.000	0.000	66995.719	66995.719	100.000	0.000	0.000	66995.719	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33497.859	0.000	67005.719	1423.025	0.000	-6699.572
Apr 16	16:00	7.737	15944.418	0.000	21362.951	0.000	0.000	37307.367	37307.367	100.000	0.000	0.000	37307.367	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18653.684	0.000	37317.367	1423.025	0.000	-3730.737
Apr 16	17:00	7.283	13756.843	0.000	19505.934	0.000	0.000	33262.777	33262.777	100.000	0.000	0.000	33262.777	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16631.389	0.000	33272.777	1423.025	0.000	-3326.278
Apr 16	18:00	7.815	16456.543	0.000	21683.406	0.000	0.000	38139.949	38139.949	100.000	0.000	0.000	38139.949	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	19069.975	0.000	38149.949	1423.025	0.000	-3813.995
Apr 16	19:00	3.768	1779.821	0.000	3896.965	0.000	0.000	5676.785	5676.785	100.000	0.000	0.000	5676.785	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2838.393	0.000	5686.785	1423.025	0.000	-567.679
Apr 16	20:00	5.153	4764.694	0.000	8618.362	0.000	0.000	13383.057	13383.057	100.000	0.000	0.000	13383.057	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6691.528	0.000	13393.057	1423.025	0.000	-1338.306
Apr 16	21:00	7.725	15887.406	0.000	21314.553	0.000	0.000	37201.961	37201.961	100.000	0.000	0.000	37201.961	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18600.980	0.000	37211.961	1423.025	0.000	-3720.196
Apr 16	22:00	6.408	9542.650	0.000	14390.493	0.000	0.000	23933.145	23933.145	100.000	0.000	0.000	23933.145	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11966.572	0.000	23943.145	1423.025	0.000	-2393.314
Apr 16	23:00	6.539	10172.047	0.000	15382.752	0.000	0.000	25554.799	25554.799	100.000	0.000	0.000	25554.799	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12777.399	0.000	25564.799	1423.025	0.000	-2555.480
Apr 17	0:00	9.824	31809.463	0.000	28585.330	0.000	0.000	60394.793	60394.793	100.000	0.000	0.000	60394.793	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	30197.396	0.000	60404.793	1423.025	0.000	-6039.479
Apr 17	1:00	9.254	27104.789	0.000	26120.969	0.000	0.000	53225.758	53225.758	100.000	0.000	0.000	53225.758	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	26612.879	0.000	53235.758	1423.025	0.000	-5322.576
Apr 17	2:00	6.527	10112.973	0.000	15289.615	0.000	0.000	25402.588	25402.588	100.000	0.000	0.000	25402.588	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12701.294	0.000	25412.588	1423.025	0.000	-2540.259
Apr 17	3:00	5.333	5285.253	0.000	9039.219	0.000	0.000	14324.473	14324.473	100.000	0.000	0.000	14324.473	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7162.236	0.000	14334.473	1423.025	0.000	-1432.447
Apr 17	4:00	4.873	3954.365	0.000	7942.905	0.000	0.000	11897.270	11897.270	100.000	0.000	0.000	11897.270	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5948.635	0.000	11907.270	1423.025	0.000	-1189.727
Apr 17	5:00	7.093	12843.764	0.000	18730.826	0.000	0.000	31574.590	31574.590	100.000	0.000	0.000	31574.590	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15787.295	0.000	31584.590	1423.025	0.000	-3157.459
Apr 17	6:00	6.512	10040.271	0.000	15175.000	0.000	0.000	25215.271	25215.271	100.000	0.000	0.000	25215.271	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12607.636	0.000	25225.271	1423.025	0.000	-2521.527
Apr 17	7:00	6.463	9807.616	0.000	14808.217	0.000	0.000	24615.832	24615.832	100.000	0.000	0.000	24615.832	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12307.916	0.000	24625.832	1423.025	0.000	-2461.583
Apr 17	8:00	6.919	12002.604	0.000	18016.771	0.000	0.000	30019.375	30019.375	100.000	0.000	0.000	30019.375	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15009.688	0.000	30029.375	1423.025	0.000	-3001.938
Apr 17	9:00	7.330	13985.818	0.000	19700.309	0.000	0.000	33686.125	33686.125	100.000	0.000	0.000	33686.125	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16843.063	0.000	33696.125	1423.025	0.000	-3368.613
Apr 17	10:00	6.693	10914.295	0.000	16552.914	0.000	0.000	27467.209	27467.209	100.000	0.000	0.000	27467.209	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13733.604	0.000	27477.209	1423.025	0.000	-2746.721
Apr 17	11:00	8.828	23585.096	0.000	24129.063	0.000	0.000	47714.156	47714.156	100.000	0.000	0.000	47714.156	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	23857.078	0.000	47724.156	1423.025	0.000	-4771.416
Apr 17	12:00	10.885	39633.320	0.000	28585.330	0.000	0.000	68218.648	68218.648	100.000	0.000	0.000	68218.648	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34109.324	0.000	68228.648	1423.025	0.000	-6821.865
Apr 17	13:00	10.465	37111.625	0.000	28585.330	0.000	0.000	65696.953	65696.953	100.000	0.000	0.000	65696.953	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	32848.477	0.000	65706.953	1423.025	0.000	-6569.695
Apr 17	14:00	10.339	36065.789	0.000	28585.330	0.000	0.000	64651.117	64651.117	100.000	0.000	0.000	64651.117	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	32325.559	0.000	64661.117	1423.025	0.000	-6465.112
Apr 17	15:00	10.898	39687.238	0.000	28585.330	0.000	0.000	68272.570	68272.570	100.000	0.000	0.000	68272.570	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34136.285	0.000	68282.570	1423.025	0.000	-6827.257
Apr 17	16:00	9.971	33026.637	0.000	28585.330	0.000	0.000	61611.969	61611.969	100.000	0.000	0.000	61611.969	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	30805.984	0.000	61621.969	1423.025	0.000	-6161.197
Apr 17	17:00	7.939	17307.404	0.000	21990.086	0.000	0.000	39297.492	39297.492	100.000	0.000	0.000	39297.492	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	19648.746	0.000	39307.492	1423.025	0.000	-3929.749
Apr 17	18:00	8.410	20553.031	0.000	23092.162	0.000	0.000	43645.195	43645.195	100.000	0.000	0.000	43645.195	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21822.598	0.000	43655.195	1423.025	0.000	-4364.520
Apr 17	19:00	9.061	25508.502	0.000	25217.572	0.000	0.000	50726.074	50726.074	100.000	0.000	0.000	50726.074	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	25363.037	0.000	50736.074	1423.025	0.000	-5072.607
Apr 17	20:00	7.372	14186.144	0.000	19870.363	0.000	0.000	34056.508	34056.508	100.000	0.000	0.000	34056.508	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17028.254	0.000	34066.508	1423.025	0.000	-3405.651
Apr 17	21:00	7.682	15679.244	0.000	21137.844	0.000	0.000	36817.086	36817.086	100.000	0.000	0.000	36817.086	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18408.543	0.000	36827.086	1423.025	0.000	-3681.709
Apr 17	22:00	8.955	24629.404	0.000	24720.066	0.000	0.000	49349.469	49349.469	100.000	0.000	0.000	49349.469	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	24674.734	0.000	49359.469	1423.025	0.000	-4934.947
Apr 17	23:00	10.090	34013.133	0.000	28585.330	0.000	0.000	62598.461	62598.461	100.000	0.000	0.000	62598.461	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	31299.230	0.000	62608.461	1423.025	0.000	-6259.846
Apr 18	0:00	15.850	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 18	1:00	13.816	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 18	2:00	12.830	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 18	3:00	9.635	30252.227	0.000	27902.188	0.000	0.000	58154.414	58154.414	100.000	0.000	0.000	58154.414	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	29077.207	0.000	58164.414	1423.025	0.000	-5815.441
Apr 18	4:00	8.267	19570.822	0.000	22758.646	0.000	0.000	42329.469	42329.469	100.000	0.000	0.000	42329.469	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21164.734	0.000	42339.469	1423.025	0.000	-4232.947
Apr 18	5:00	9.532	29398.209	0.000	27418.879	0.000	0.000	56817.086	56817.086	100.000	0.000	0.000	56817.086	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	28408.543	0.000	56827.086	1423.025	0.000	-5681.708
Apr 18	6:00	11.003	40121.336	0.000	28585.330	0.000	0.000	68706.664	68706.664	100.000	0.000	0.000	68706.664	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34353.332	0.000	68716.664	1423.025	0.000	-6870.667
Apr 18	7:00	7.683	15684.004	0.000	21141.889	0.000	0.000	36825.891	36825.891	100.000	0.000	0.000	36825.891	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18412.945	0.000	36835.891	1423.025	0.000	-3682.589
Apr 18	8:00	13.514	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
