Date	End Time	Wind Speed	Vestas 126 3.3MW Power Output	Vestas 126 3.3MW Operating Status	GAMESA 114 2.5MW Power Output	GAMESA 114 2.5MW Operating Status	Grid Purchases	Grid Sales	Total Electrical Load Served	Renewable Penetration	Excess Electrical Production	Capacity Shortage	Total Renewable Power Output	Inverter Power Input	Inverter Power Output	Rectifier Power Input	Rectifier Power Output	GS200 z20 Maximum Charge Power	GS200 z20 Maximum Discharge Power	GS200 z20 Charge Power	GS200 z20 Discharge Power	GS200 z20 Input Power	GS200 z20 Energy Content	GS200 z20 State of Charge	GS200 z20 Energy Cost	AC Required Operating Capacity	DC Required Operating Capacity	AC Operating Capacity	DC Operating Capacity	Battery Delta Q	Cost Per Hour
		m/s	kW	status	kW	status	kW	kW	kW	%	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kWh	%	$/kWh	kW	kW	kW	kW	?	$
Apr 10	9:00	7.562	15102.432	0.000	20648.195	0.000	0.000	35750.625	35750.625	100.000	0.000	0.000	35750.625	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17875.313	0.000	35760.625	1423.025	0.000	-3575.063
Apr 10	10:00	8.327	19985.338	0.000	22899.398	0.000	0.000	42884.734	42884.734	100.000	0.000	0.000	42884.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21442.367	0.000	42894.734	1423.025	0.000	-4288.474
Apr 10	11:00	12.621	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 10	12:00	9.875	32236.102	0.000	28585.330	0.000	0.000	60821.430	60821.430	100.000	0.000	0.000	60821.430	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	30410.715	0.000	60831.430	1423.025	0.000	-6082.143
Apr 10	13:00	9.383	28168.096	0.000	26722.717	0.000	0.000	54890.813	54890.813	100.000	0.000	0.000	54890.813	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	27445.406	0.000	54900.813	1423.025	0.000	-5489.082
Apr 10	14:00	8.748	22918.154	0.000	23881.648	0.000	0.000	46799.805	46799.805	100.000	0.000	0.000	46799.805	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	23399.902	0.000	46809.805	1423.025	0.000	-4679.980
Apr 10	15:00	6.876	11798.910	0.000	17843.855	0.000	0.000	29642.766	29642.766	100.000	0.000	0.000	29642.766	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14821.383	0.000	29652.766	1423.025	0.000	-2964.277
Apr 10	16:00	7.055	12660.723	0.000	18575.441	0.000	0.000	31236.164	31236.164	100.000	0.000	0.000	31236.164	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15618.082	0.000	31246.164	1423.025	0.000	-3123.616
Apr 10	17:00	9.002	25021.891	0.000	24942.188	0.000	0.000	49964.078	49964.078	100.000	0.000	0.000	49964.078	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	24982.039	0.000	49974.078	1423.025	0.000	-4996.408
Apr 10	18:00	10.717	38935.832	0.000	28585.330	0.000	0.000	67521.164	67521.164	100.000	0.000	0.000	67521.164	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33760.582	0.000	67531.164	1423.025	0.000	-6752.117
Apr 10	19:00	13.300	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 10	20:00	15.127	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 10	21:00	10.581	38062.504	0.000	28585.330	0.000	0.000	66647.836	66647.836	100.000	0.000	0.000	66647.836	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33323.918	0.000	66657.836	1423.025	0.000	-6664.784
Apr 10	22:00	11.542	42345.668	0.000	28585.330	0.000	0.000	70000.000	70000.000	101.330	931.000	0.000	70931.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35465.500	0.000	70941.000	1423.025	0.000	0.000
Apr 10	23:00	9.572	29726.693	0.000	27604.777	0.000	0.000	57331.469	57331.469	100.000	0.000	0.000	57331.469	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	28665.734	0.000	57341.469	1423.025	0.000	-5733.147
Apr 11	0:00	9.386	28191.408	0.000	26735.914	0.000	0.000	54927.320	54927.320	100.000	0.000	0.000	54927.320	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	27463.660	0.000	54937.320	1423.025	0.000	-5492.732
Apr 11	1:00	9.431	28565.449	0.000	26947.590	0.000	0.000	55513.039	55513.039	100.000	0.000	0.000	55513.039	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	27756.520	0.000	55523.039	1423.025	0.000	-5551.304
Apr 11	2:00	6.056	7844.001	0.000	11712.544	0.000	0.000	19556.545	19556.545	100.000	0.000	0.000	19556.545	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	9778.272	0.000	19566.545	1423.025	0.000	-1955.655
Apr 11	3:00	8.685	22445.674	0.000	23734.824	0.000	0.000	46180.500	46180.500	100.000	0.000	0.000	46180.500	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	23090.250	0.000	46190.500	1423.025	0.000	-4618.050
Apr 11	4:00	8.856	23815.051	0.000	24259.203	0.000	0.000	48074.254	48074.254	100.000	0.000	0.000	48074.254	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	24037.127	0.000	48084.254	1423.025	0.000	-4807.425
Apr 11	5:00	8.560	21587.307	0.000	23443.355	0.000	0.000	45030.664	45030.664	100.000	0.000	0.000	45030.664	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	22515.332	0.000	45040.664	1423.025	0.000	-4503.066
Apr 11	6:00	11.318	41419.246	0.000	28585.330	0.000	0.000	70000.000	70000.000	100.007	4.578	0.000	70004.578	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35002.289	0.000	70014.578	1423.025	0.000	0.000
Apr 11	7:00	10.834	39421.723	0.000	28585.330	0.000	0.000	68007.055	68007.055	100.000	0.000	0.000	68007.055	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34003.527	0.000	68017.055	1423.025	0.000	-6800.706
Apr 11	8:00	9.329	27718.902	0.000	26468.508	0.000	0.000	54187.410	54187.410	100.000	0.000	0.000	54187.410	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	27093.705	0.000	54197.410	1423.025	0.000	-5418.741
Apr 11	9:00	10.487	37288.539	0.000	28585.330	0.000	0.000	65873.867	65873.867	100.000	0.000	0.000	65873.867	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	32936.934	0.000	65883.867	1423.025	0.000	-6587.387
Apr 11	10:00	8.968	24743.449	0.000	24784.609	0.000	0.000	49528.059	49528.059	100.000	0.000	0.000	49528.059	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	24764.029	0.000	49538.059	1423.025	0.000	-4952.806
Apr 11	11:00	11.786	42909.953	0.000	28585.330	0.000	0.000	70000.000	70000.000	102.136	1495.281	0.000	71495.281	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35747.641	0.000	71505.281	1423.025	0.000	0.000
Apr 11	12:00	11.408	41792.672	0.000	28585.330	0.000	0.000	70000.000	70000.000	100.540	378.000	0.000	70378.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35189.000	0.000	70388.000	1423.025	0.000	0.000
Apr 11	13:00	12.990	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 11	14:00	9.248	27048.719	0.000	26089.225	0.000	0.000	53137.945	53137.945	100.000	0.000	0.000	53137.945	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	26568.973	0.000	53147.945	1423.025	0.000	-5313.794
Apr 11	15:00	11.554	42394.184	0.000	28585.330	0.000	0.000	70000.000	70000.000	101.399	979.516	0.000	70979.516	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35489.758	0.000	70989.516	1423.025	0.000	0.000
Apr 11	16:00	10.567	37947.656	0.000	28585.330	0.000	0.000	66532.984	66532.984	100.000	0.000	0.000	66532.984	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33266.492	0.000	66542.984	1423.025	0.000	-6653.298
Apr 11	17:00	13.207	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 11	18:00	16.722	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 11	19:00	12.850	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 11	20:00	10.801	39283.391	0.000	28585.330	0.000	0.000	67868.719	67868.719	100.000	0.000	0.000	67868.719	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33934.359	0.000	67878.719	1423.025	0.000	-6786.872
Apr 11	21:00	6.770	11286.446	0.000	17139.617	0.000	0.000	28426.063	28426.063	100.000	0.000	0.000	28426.063	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14213.031	0.000	28436.063	1423.025	0.000	-2842.606
Apr 11	22:00	6.205	8561.372	0.000	12843.492	0.000	0.000	21404.863	21404.863	100.000	0.000	0.000	21404.863	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10702.432	0.000	21414.863	1423.025	0.000	-2140.486
Apr 11	23:00	6.587	10405.660	0.000	15751.040	0.000	0.000	26156.699	26156.699	100.000	0.000	0.000	26156.699	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13078.350	0.000	26166.699	1423.025	0.000	-2615.670
Apr 12	0:00	5.217	4947.167	0.000	8765.885	0.000	0.000	13713.051	13713.051	100.000	0.000	0.000	13713.051	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6856.525	0.000	13723.051	1423.025	0.000	-1371.305
Apr 12	1:00	4.994	4304.356	0.000	8246.192	0.000	0.000	12550.549	12550.549	100.000	0.000	0.000	12550.549	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6275.274	0.000	12560.549	1423.025	0.000	-1255.055
Apr 12	2:00	4.944	4159.071	0.000	8128.733	0.000	0.000	12287.805	12287.805	100.000	0.000	0.000	12287.805	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6143.902	0.000	12297.805	1423.025	0.000	-1228.781
Apr 12	3:00	4.987	4283.123	0.000	8229.025	0.000	0.000	12512.148	12512.148	100.000	0.000	0.000	12512.148	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6256.074	0.000	12522.148	1423.025	0.000	-1251.215
Apr 12	4:00	5.299	5186.189	0.000	8959.129	0.000	0.000	14145.318	14145.318	100.000	0.000	0.000	14145.318	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7072.659	0.000	14155.318	1423.025	0.000	-1414.532
Apr 12	5:00	8.362	20225.477	0.000	22980.941	0.000	0.000	43206.418	43206.418	100.000	0.000	0.000	43206.418	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21603.209	0.000	43216.418	1423.025	0.000	-4320.642
Apr 12	6:00	7.153	13133.457	0.000	18976.744	0.000	0.000	32110.201	32110.201	100.000	0.000	0.000	32110.201	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16055.101	0.000	32120.201	1423.025	0.000	-3211.020
Apr 12	7:00	7.676	15652.592	0.000	21115.221	0.000	0.000	36767.813	36767.813	100.000	0.000	0.000	36767.813	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18383.906	0.000	36777.813	1423.025	0.000	-3676.781
Apr 12	8:00	13.462	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 12	9:00	15.255	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 12	10:00	16.624	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 12	11:00	14.850	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 12	12:00	12.683	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Apr 12	13:00	9.659	30446.455	0.000	28012.109	0.000	0.000	58458.563	58458.563	100.000	0.000	0.000	58458.563	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	29229.281	0.000	58468.563	1423.025	0.000	-5845.856
Apr 12	14:00	6.724	11066.094	0.000	16792.230	0.000	0.000	27858.324	27858.324	100.000	0.000	0.000	27858.324	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13929.162	0.000	27868.324	1423.025	0.000	-2785.833
Apr 12	15:00	2.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 12	16:00	4.273	2769.055	0.000	5838.792	0.000	0.000	8607.848	8607.848	100.000	0.000	0.000	8607.848	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4303.924	0.000	8617.848	1423.025	0.000	-860.785
Apr 12	17:00	3.881	2012.483	0.000	4425.508	0.000	0.000	6437.991	6437.991	100.000	0.000	0.000	6437.991	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3218.996	0.000	6447.991	1423.025	0.000	-643.799
Apr 12	18:00	5.029	4405.271	0.000	8327.779	0.000	0.000	12733.051	12733.051	100.000	0.000	0.000	12733.051	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6366.525	0.000	12743.051	1423.025	0.000	-1273.305
Apr 12	19:00	6.163	8358.914	0.000	12524.313	0.000	0.000	20883.227	20883.227	100.000	0.000	0.000	20883.227	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10441.613	0.000	20893.227	1423.025	0.000	-2088.323
Apr 12	20:00	4.240	2705.135	0.000	5722.519	0.000	0.000	8427.653	8427.653	100.000	0.000	0.000	8427.653	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4213.827	0.000	8437.653	1423.025	0.000	-842.765
Apr 12	21:00	5.973	7443.951	0.000	11081.861	0.000	0.000	18525.813	18525.813	100.000	0.000	0.000	18525.813	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	9262.906	0.000	18535.813	1423.025	0.000	-1852.581
Apr 12	22:00	4.840	3862.203	0.000	7827.294	0.000	0.000	11689.498	11689.498	100.000	0.000	0.000	11689.498	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5844.749	0.000	11699.498	1423.025	0.000	-1168.950
Apr 12	23:00	1.734	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	0:00	1.730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	1:00	2.804	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	2:00	1.854	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	3:00	3.390	999.934	0.000	2131.522	0.000	0.000	3131.456	3131.456	100.000	0.000	0.000	3131.456	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	1565.728	0.000	3141.456	1423.025	0.000	-313.146
Apr 13	4:00	2.258	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	5:00	3.818	1884.154	0.000	4133.146	0.000	0.000	6017.301	6017.301	100.000	0.000	0.000	6017.301	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3008.650	0.000	6027.301	1423.025	0.000	-601.730
Apr 13	6:00	2.749	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	7:00	2.485	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	8:00	2.317	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Apr 13	9:00	4.755	3698.090	0.000	7528.761	0.000	0.000	11226.851	11226.851	100.000	0.000	0.000	11226.851	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5613.425	0.000	11236.851	1423.025	0.000	-1122.685
Apr 13	10:00	5.073	4533.339	0.000	8431.317	0.000	0.000	12964.656	12964.656	100.000	0.000	0.000	12964.656	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6482.328	0.000	12974.656	1423.025	0.000	-1296.466
Apr 13	11:00	5.165	4797.122	0.000	8644.579	0.000	0.000	13441.701	13441.701	100.000	0.000	0.000	13441.701	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6720.851	0.000	13451.701	1423.025	0.000	-1344.170
Apr 13	12:00	6.818	11515.455	0.000	17500.654	0.000	0.000	29016.109	29016.109	100.000	0.000	0.000	29016.109	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14508.055	0.000	29026.109	1423.025	0.000	-2901.611
Apr 13	13:00	4.762	3711.228	0.000	7552.661	0.000	0.000	11263.889	11263.889	100.000	0.000	0.000	11263.889	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5631.944	0.000	11273.889	1423.025	0.000	-1126.389
Apr 13	14:00	7.033	12554.754	0.000	18485.486	0.000	0.000	31040.240	31040.240	100.000	0.000	0.000	31040.240	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15520.120	0.000	31050.240	1423.025	0.000	-3104.024
Apr 13	15:00	5.099	4606.030	0.000	8490.087	0.000	0.000	13096.117	13096.117	100.000	0.000	0.000	13096.117	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6548.059	0.000	13106.117	1423.025	0.000	-1309.612
Apr 13	16:00	6.912	11970.421	0.000	17989.449	0.000	0.000	29959.871	29959.871	100.000	0.000	0.000	29959.871	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14979.936	0.000	29969.871	1423.025	0.000	-2995.987
Apr 13	17:00	6.202	8549.984	0.000	12825.537	0.000	0.000	21375.521	21375.521	100.000	0.000	0.000	21375.521	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10687.761	0.000	21385.521	1423.025	0.000	-2137.552
Apr 13	18:00	5.121	4671.194	0.000	8542.770	0.000	0.000	13213.964	13213.964	100.000	0.000	0.000	13213.964	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6606.982	0.000	13223.964	1423.025	0.000	-1321.396
Apr 13	19:00	5.659	6226.665	0.000	9800.322	0.000	0.000	16026.986	16026.986	100.000	0.000	0.000	16026.986	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8013.493	0.000	16036.986	1423.025	0.000	-1602.699
Apr 13	20:00	6.277	8907.310	0.000	13388.868	0.000	0.000	22296.178	22296.178	100.000	0.000	0.000	22296.178	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11148.089	0.000	22306.178	1423.025	0.000	-2229.618
Apr 13	21:00	5.601	6057.796	0.000	9663.796	0.000	0.000	15721.592	15721.592	100.000	0.000	0.000	15721.592	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7860.796	0.000	15731.592	1423.025	0.000	-1572.159
Apr 13	22:00	3.542	1312.448	0.000	2838.965	0.000	0.000	4151.413	4151.413	100.000	0.000	0.000	4151.413	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2075.706	0.000	4161.413	1423.025	0.000	-415.141
Apr 13	23:00	4.716	3622.201	0.000	7390.715	0.000	0.000	11012.916	11012.916	100.000	0.000	0.000	11012.916	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5506.458	0.000	11022.916	1423.025	0.000	-1101.292
Apr 14	0:00	5.280	5131.008	0.000	8914.516	0.000	0.000	14045.523	14045.523	100.000	0.000	0.000	14045.523	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7022.762	0.000	14055.523	1423.025	0.000	-1404.552
Apr 14	1:00	4.588	3376.087	0.000	6943.020	0.000	0.000	10319.106	10319.106	100.000	0.000	0.000	10319.106	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5159.553	0.000	10329.106	1423.025	0.000	-1031.911
Apr 14	2:00	4.543	3289.482	0.000	6785.480	0.000	0.000	10074.963	10074.963	100.000	0.000	0.000	10074.963	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5037.481	0.000	10084.963	1423.025	0.000	-1007.496
Apr 14	3:00	4.921	4091.508	0.000	8074.111	0.000	0.000	12165.619	12165.619	100.000	0.000	0.000	12165.619	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6082.810	0.000	12175.619	1423.025	0.000	-1216.562
Apr 14	4:00	4.863	3925.052	0.000	7907.359	0.000	0.000	11832.412	11832.412	100.000	0.000	0.000	11832.412	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5916.206	0.000	11842.412	1423.025	0.000	-1183.241
Apr 14	5:00	3.607	1447.798	0.000	3145.359	0.000	0.000	4593.157	4593.157	100.000	0.000	0.000	4593.157	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2296.578	0.000	4603.157	1423.025	0.000	-459.316
Apr 14	6:00	4.140	2512.757	0.000	5372.572	0.000	0.000	7885.330	7885.330	100.000	0.000	0.000	7885.330	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3942.665	0.000	7895.330	1423.025	0.000	-788.533
Apr 14	7:00	4.425	3062.394	0.000	6372.394	0.000	0.000	9434.788	9434.788	100.000	0.000	0.000	9434.788	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4717.394	0.000	9444.788	1423.025	0.000	-943.479
Apr 14	8:00	5.619	6110.524	0.000	9706.427	0.000	0.000	15816.951	15816.951	100.000	0.000	0.000	15816.951	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7908.476	0.000	15826.951	1423.025	0.000	-1581.695
